,Unnamed: 0,Unnamed: 0.1,P,e,M0,w,K,v0,dv0_1,wmod,M,a
135,135,135,13277.729138154114,0.4479254720891409,3.137853487333638,0.542713525888463,28.31588619596117,36.044835743632696,-5.191817413602953,0.542713525888463,2.9120800294776767,10.903664879575468
136,136,136,15079.354579426506,0.4741175574722128,2.73715846177911,0.4515127047905194,29.38576628718309,38.48373026498341,-5.417184675667393,0.4515127047905194,3.112696030568379,11.883545223304585
137,137,137,17558.786649215297,0.5406501148682819,2.429202505406572,0.6809552076027257,33.26068938466986,44.322210761169956,-4.609309246182164,0.6809552076027257,3.543194973063421,13.156102346215498
138,138,138,9988.464227204957,0.4280221227824779,-1.9791438954425624,-2.229455197657184,27.146883405476032,31.51788796289135,-6.380921064720098,0.9121374559326094,2.614671336899589,9.102891786313304
139,139,139,16434.975647483898,0.4925951468379664,2.574735898470017,-2.552706429270644,31.74159331623655,41.674328040039896,-5.0052095920202735,0.5888862243191495,3.957108327468896,13.537702889022524
140,140,140,11798.590220795237,0.431083141394548,-2.7175049897198327,0.6241486212849394,27.75914993239155,33.927964975623745,-4.787559123941771,0.6241486212849394,2.8000029450577792,10.132644426728657
141,141,141,26884.25635990375,0.6561986372502384,1.5597948334419998,-2.56062690855832,36.229733361132155,52.536086990832864,-5.901234237098057,0.5809657450314738,3.962715696365896,17.416781231555472
142,142,142,24501.065232363744,0.587175132206906,1.7022705172717387,0.4856706524283863,34.22156837419909,48.85638601955943,-3.947003272496002,0.4856706524283863,4.073260003437789,16.746571886681465
143,143,143,15099.64536316482,0.5210322070897988,2.761204021859096,0.5416306266556457,29.567102411211053,39.736808639187494,-5.226572562381348,0.5416306266556457,2.9566535379716194,11.734863092950942
144,144,144,18755.82184814061,0.5057196223028094,2.1820201413862232,-2.798867839200505,29.923228484864996,41.67504252737104,-5.255754957325896,0.3427248143892876,3.3551331828178284,13.775245119941083
145,145,145,18625.756323941347,0.576309985349202,2.230245872925641,0.504478793601443,31.692777068509933,44.15707060451355,-5.456272246623045,0.504478793601443,3.1927868729509754,13.369011890754601
146,146,146,22969.146048777682,0.6056592174253684,1.7491989938611765,-2.9188183984271197,29.77608789926328,44.04503503085449,-5.677382828440287,0.22277425516267346,3.298361172592239,15.776709941668168
147,147,147,20873.114148718552,0.5497054519172565,1.9443280480210416,0.3074540167302016,30.40047800399105,43.29803606624103,-5.735307820594782,0.3074540167302016,3.511011442641405,14.987979009442933
